"Temp"	"S"	"K"	"BMmax"	"TLmax"	"maxBM"
20	50	1	6	3.29710430260166	8059.58710541464
20	50	1	6	3.86399537094175	205945.350897807
20	50	1	6	3.25726245300364	16778947.4836532
20	50	1	6	3.33106488687821	4202987.97575094
20	50	1	6	3.28855875733664	5548395.23445718
20	50	1	6	4.046670863401	9864913.48147076
20	50	1	6	3.98743942153299	16471509.4444074
20	50	1	6	4.53728389693447	426790.60444251
20	50	1	6	3.58015227943671	4881.60971941423
20	50	1	6	3.24000200258556	5861296.60151447
20	50	1	6	3.96368425367909	1694.9281306595
20	50	1	6	4.62272907791822	179460.4788534
20	50	1	6	3.73534297487714	4127.21616656679
20	50	1	6	3.23143865359852	4168044.69583445
20	50	1	6	4.00220583484021	11607224.3485351
20	50	1	6	3.31142082017895	14345722.4341909
20	50	1	6	3.48845325942801	6668261.44927509
20	50	1	6	2.42161051170216	167.313279519486
20	50	1	6	3.78749097716299	11354313.2415908
20	50	1	6	4.2053264090228	4294399.16663055
20	50	1	6	3.98373289680472	49696.5637000096
20	50	1	6	4.18760475478437	3314601.74644326
20	50	1	6	4.2878424995194	95149.2013403145
20	50	1	6	3.72494503705244	5291640.7621731
20	50	1	6	3.27087853014034	19646502.3872419
20	50	1	6	3.52174063919063	5537026.36218479
20	50	1	6	3.01579342594397	428.422440840258
20	50	1	6	4.19940685270261	13626349.6661456
20	50	1	6	4.39570210292243	5757862.75243824
20	50	1	6	3.37604523868657	12678165.015426
20	50	1	6	4.63821781466089	2217298.87264589
20	50	1	6	3.27016411968573	590.985296934893
20	50	1	6	4.01553878390807	6525220.31036136
20	50	1	6	2.47487913366135	4766037.79116507
20	50	1	6	3.30167794935926	4498202.56960174
20	50	1	6	4.6126676280172	34335.9938509684
20	50	1	6	3.42400535532959	10541013.0849609
20	50	1	6	2.78634477379855	1458.66697178447
20	50	1	6	4.17620736498319	16238197.4023408
20	50	1	6	3.87794259041356	1168.01486305782
20	50	1	6	3.63583463011541	1399146.5394898
20	50	1	6	3.56238632582151	60353.8966108881
20	50	1	6	3.98202597599097	16512580.093584
20	50	1	6	3.81436579282606	3649363.5155848
20	50	1	6	4.12688583480305	6049371.7286952
20	50	1	6	4.55116173266943	1941018.68069475
20	50	1	6	5.32913328547117	88223.4779580157
20	50	1	6	3.43401195989071	247.974580157025
20	50	1	6	2.31588396427395	8786796.30861154
20	50	1	6	4.57830847387828	1341327.24577894
20	50	1	6	3.21710422399088	3458885.63169684
20	50	1	6	3.9161467730713	8727352.01573136
20	50	1	6	4.3749686016341	402352.255229322
